model,module,inherited_model,inherited_module
event.event,website_event_track_quiz,event.event,website_event
event.track,website_event_track_quiz,event.track,website_event_track
event.event,website_event_track_quiz,event.event,website_event
event.track,website_event_track_quiz,event.track,website_event_track
ir.ui.view,website_form,ir.ui.view,base
website,website_form,website,website
ir.ui.view,website_form,ir.ui.view,base
website,website_form,website,website
gamification.challenge,website_forum,gamification.challenge,gamification
res.users,website_forum,res.users,base
website,website_forum,website,website
gamification.challenge,website_forum,gamification.challenge,gamification
res.users,website_forum,res.users,base
website,website_forum,website,website
hr.department,website_hr_recruitment,hr.department,hr
hr.recruitment.source,website_hr_recruitment,hr.recruitment.source,hr_recruitment
hr.applicant,website_hr_recruitment,hr.applicant,hr_recruitment
website,website_hr_recruitment,website,website
hr.department,website_hr_recruitment,hr.department,hr
hr.recruitment.source,website_hr_recruitment,hr.recruitment.source,hr_recruitment
hr.applicant,website_hr_recruitment,hr.applicant,hr_recruitment
website,website_hr_recruitment,website,website
res.config.settings,website_jitsi,res.config.settings,base
res.config.settings,website_jitsi,res.config.settings,base
link.tracker,website_links,link.tracker,link_tracker
link.tracker,website_links,link.tracker,link_tracker
im_livechat.channel,website_livechat,im_livechat.channel,website_livechat
ir.http,website_livechat,ir.http,base
mail.channel,website_livechat,mail.channel,mail
res.config.settings,website_livechat,res.config.settings,base
website,website_livechat,website,website
website.visitor,website_livechat,website.visitor,website_event_track
im_livechat.channel,website_livechat,im_livechat.channel,website_livechat
ir.http,website_livechat,ir.http,base
mail.channel,website_livechat,mail.channel,mail
res.config.settings,website_livechat,res.config.settings,base
website,website_livechat,website,website
website.visitor,website_livechat,website.visitor,website_event_track
publisher_warranty.contract,website_mail,publisher_warranty.contract,mail
publisher_warranty.contract,website_mail,publisher_warranty.contract,mail
mail.channel,website_mail_channel,mail.channel,mail
mail.mail,website_mail_channel,mail.mail,mail
website,website_mail_channel,website,website
mail.channel,website_mail_channel,mail.channel,mail
mail.mail,website_mail_channel,mail.mail,mail
website,website_mail_channel,website,website
mailing.list,website_mass_mailing,mailing.list,mass_mailing
res.company,website_mass_mailing,res.company,hr_rfid
mailing.list,website_mass_mailing,mailing.list,mass_mailing
res.company,website_mass_mailing,res.company,hr_rfid
membership.membership_line,website_membership,membership.membership_line,membership
website,website_membership,website,website
membership.membership_line,website_membership,membership.membership_line,membership
website,website_membership,website,website
payment.acquirer,website_payment,payment.acquirer,payment
payment.acquirer,website_payment,payment.acquirer,payment
res.users,website_profile,res.users,base
website,website_profile,website,website
res.users,website_profile,res.users,base
website,website_profile,website,website
account.move,website_sale,account.move,printnode_base
crm.team,website_sale,crm.team,sales_team
digest.digest,website_sale,digest.digest,digest
ir.http,website_sale,ir.http,base
mail.compose.message,website_sale,mail.compose.message,mail
product.pricelist,website_sale,product.pricelist,product
product.product,website_sale,product.product,printnode_base
product.template.attribute.line,website_sale,product.template.attribute.line,product
res.company,website_sale,res.company,hr_rfid
res.config.settings,website_sale,res.config.settings,base
res.country,website_sale,res.country,base
res.partner,website_sale,res.partner,test_access_rights
sale.order,website_sale,sale.order,printnode_base
sale.order.line,website_sale,sale.order.line,sale
website,website_sale,website,website
website.page,website_sale,website.page,website
website.snippet.filter,website_sale,website.snippet.filter,website
website.track,website_sale,website.track,website
website.visitor,website_sale,website.visitor,website_event_track
sale.report,website_sale,sale.report,sale
account.move,website_sale,account.move,printnode_base
crm.team,website_sale,crm.team,sales_team
digest.digest,website_sale,digest.digest,digest
ir.http,website_sale,ir.http,base
mail.compose.message,website_sale,mail.compose.message,mail
product.pricelist,website_sale,product.pricelist,product
product.product,website_sale,product.product,printnode_base
product.template.attribute.line,website_sale,product.template.attribute.line,product
res.company,website_sale,res.company,hr_rfid
res.config.settings,website_sale,res.config.settings,base
res.country,website_sale,res.country,base
res.partner,website_sale,res.partner,test_access_rights
sale.order,website_sale,sale.order,printnode_base
sale.order.line,website_sale,sale.order.line,sale
website,website_sale,website,website
website.page,website_sale,website.page,website
website.snippet.filter,website_sale,website.snippet.filter,website
website.track,website_sale,website.track,website
website.visitor,website_sale,website.visitor,website_event_track
sale.report,website_sale,sale.report,sale
product.attribute,website_sale_comparison,product.attribute,product
product.template.attribute.line,website_sale_comparison,product.template.attribute.line,product
product.product,website_sale_comparison,product.product,printnode_base
product.attribute,website_sale_comparison,product.attribute,product
product.template.attribute.line,website_sale_comparison,product.template.attribute.line,product
product.product,website_sale_comparison,product.product,printnode_base
coupon.coupon,website_sale_coupon,coupon.coupon,coupon
sale.order,website_sale_coupon,sale.order,printnode_base
coupon.coupon,website_sale_coupon,coupon.coupon,coupon
sale.order,website_sale_coupon,sale.order,printnode_base
res.country,website_sale_delivery,res.country,base
sale.order,website_sale_delivery,sale.order,printnode_base
res.country,website_sale_delivery,res.country,base
sale.order,website_sale_delivery,sale.order,printnode_base
account.move.line,website_sale_digital,account.move.line,account
ir.attachment,website_sale_digital,ir.attachment,base
product.template,website_sale_digital,product.template,printnode_base
product.product,website_sale_digital,product.product,printnode_base
account.move.line,website_sale_digital,account.move.line,account
ir.attachment,website_sale_digital,ir.attachment,base
product.template,website_sale_digital,product.template,printnode_base
product.product,website_sale_digital,product.product,printnode_base
sale.order,website_sale_product_configurator,sale.order,printnode_base
sale.order,website_sale_product_configurator,sale.order,printnode_base
product.product,website_sale_slides,product.product,printnode_base
sale.order,website_sale_slides,sale.order,printnode_base
slide.channel,website_sale_slides,slide.channel,website_slides
product.product,website_sale_slides,product.product,printnode_base
sale.order,website_sale_slides,sale.order,printnode_base
slide.channel,website_sale_slides,slide.channel,website_slides
product.product,website_sale_stock,product.product,printnode_base
product.template,website_sale_stock,product.template,printnode_base
res.config.settings,website_sale_stock,res.config.settings,base
sale.order,website_sale_stock,sale.order,printnode_base
sale.order.line,website_sale_stock,sale.order.line,sale
stock.picking,website_sale_stock,stock.picking,printnode_base
website,website_sale_stock,website,website
product.product,website_sale_stock,product.product,printnode_base
product.template,website_sale_stock,product.template,printnode_base
res.config.settings,website_sale_stock,res.config.settings,base
sale.order,website_sale_stock,sale.order,printnode_base
sale.order.line,website_sale_stock,sale.order.line,sale
stock.picking,website_sale_stock,stock.picking,printnode_base
website,website_sale_stock,website,website
res.partner,website_sale_wishlist,res.partner,test_access_rights
product.template,website_sale_wishlist,product.template,printnode_base
product.product,website_sale_wishlist,product.product,printnode_base
res.users,website_sale_wishlist,res.users,base
res.partner,website_sale_wishlist,res.partner,test_access_rights
product.template,website_sale_wishlist,product.template,printnode_base
product.product,website_sale_wishlist,product.product,printnode_base
res.users,website_sale_wishlist,res.users,base
gamification.challenge,website_slides,gamification.challenge,gamification
ir.http,website_slides,ir.http,base
res.config.settings,website_slides,res.config.settings,base
res.groups,website_slides,res.groups,base
res.partner,website_slides,res.partner,test_access_rights
res.users,website_slides,res.users,base
website,website_slides,website,website
gamification.challenge,website_slides,gamification.challenge,gamification
ir.http,website_slides,ir.http,base
res.config.settings,website_slides,res.config.settings,base
res.groups,website_slides,res.groups,base
res.partner,website_slides,res.partner,test_access_rights
res.users,website_slides,res.users,base
website,website_slides,website,website
forum.forum,website_slides_forum,forum.forum,website_forum
slide.channel,website_slides_forum,slide.channel,website_slides
forum.forum,website_slides_forum,forum.forum,website_forum
slide.channel,website_slides_forum,slide.channel,website_slides
slide.channel,website_slides_survey,slide.channel,website_slides
slide.slide.partner,website_slides_survey,slide.slide.partner,website_slides
slide.slide,website_slides_survey,slide.slide,website_slides
survey.survey,website_slides_survey,survey.survey,survey
survey.user_input,website_slides_survey,survey.user_input,survey
slide.channel,website_slides_survey,slide.channel,website_slides
slide.slide.partner,website_slides_survey,slide.slide.partner,website_slides
slide.slide,website_slides_survey,slide.slide,website_slides
survey.survey,website_slides_survey,survey.survey,survey
survey.user_input,website_slides_survey,survey.user_input,survey
website.visitor,website_sms,website.visitor,website_event_track
website.visitor,website_sms,website.visitor,website_event_track
res.config.settings,website_twitter,res.config.settings,base
website,website_twitter,website,website
res.config.settings,website_twitter,res.config.settings,base
website,website_twitter,website,website
ir.attachment,web_editor,ir.attachment,base
ir.http,web_editor,ir.http,base
ir.qweb,web_editor,ir.qweb,base
ir.translation,web_editor,ir.translation,base
ir.ui.view,web_editor,ir.ui.view,base
ir.attachment,web_editor,ir.attachment,base
ir.http,web_editor,ir.http,base
ir.qweb,web_editor,ir.qweb,base
ir.translation,web_editor,ir.translation,base
ir.ui.view,web_editor,ir.ui.view,base
ir.http,web_tour,ir.http,base
ir.http,web_tour,ir.http,base
ir.qweb.field.image,web_unsplash,ir.qweb.field.image,base
res.config.settings,web_unsplash,res.config.settings,base
res.users,web_unsplash,res.users,base
ir.qweb.field.image,web_unsplash,ir.qweb.field.image,base
res.config.settings,web_unsplash,res.config.settings,base
res.users,web_unsplash,res.users,base
base,base,base,base
res.groups,base,res.groups,base
res.users,base,res.users,base
res.groups,base,res.groups,base
ir.module.category,base,ir.module.category,base
res.users,base,res.users,base
res.users,base,res.users,base
res.company,base,res.company,hr_rfid
res.partner,base,res.partner,test_access_rights
res.partner.industry,base,res.partner.industry,base
res.users,base,res.users,base
base,base,base,base
res.groups,base,res.groups,base
res.users,base,res.users,base
res.groups,base,res.groups,base
ir.module.category,base,ir.module.category,base
res.users,base,res.users,base
res.users,base,res.users,base
res.company,base,res.company,hr_rfid
res.partner,base,res.partner,test_access_rights
res.partner.industry,base,res.partner.industry,base
res.users,base,res.users,base
ir.http,test_auth_custom,ir.http,base
ir.http,test_auth_custom,ir.http,base
test.inherit.mother,test_inherit,test.inherit.mother,test_inherit
test.inherit.mother,test_inherit,test.inherit.mother,test_inherit
test.inherit.daughter,test_inherit,test.inherit.daughter,test_inherit
res.partner,test_inherit,res.partner,test_access_rights
test.inherit.property,test_inherit,test.inherit.property,test_inherit
test.inherit.parent,test_inherit,test.inherit.parent,test_inherit
test_new_api.selection,test_inherit,test_new_api.selection,test_new_api
test.inherit.mother,test_inherit,test.inherit.mother,test_inherit
test.inherit.mother,test_inherit,test.inherit.mother,test_inherit
test.inherit.daughter,test_inherit,test.inherit.daughter,test_inherit
res.partner,test_inherit,res.partner,test_access_rights
test.inherit.property,test_inherit,test.inherit.property,test_inherit
test.inherit.parent,test_inherit,test.inherit.parent,test_inherit
test_new_api.selection,test_inherit,test_new_api.selection,test_new_api
test.unit,test_inherits_depends,test.unit,test_inherits
test.unit,test_inherits_depends,test.unit,test_inherits
test_new_api.model_selection_base,test_new_api,test_new_api.model_selection_base,test_new_api
test_new_api.model_selection_base,test_new_api,test_new_api.model_selection_base,test_new_api
test_new_api.model_selection_required,test_new_api,test_new_api.model_selection_required,test_new_api
test_new_api.model_selection_required,test_new_api,test_new_api.model_selection_required,test_new_api
test_new_api.model_selection_required,test_new_api,test_new_api.model_selection_required,test_new_api
test_new_api.model_selection_required,test_new_api,test_new_api.model_selection_required,test_new_api
test_new_api.model_selection_required,test_new_api,test_new_api.model_selection_required,test_new_api
test_new_api.model_selection_required_for_write_override,test_new_api,test_new_api.model_selection_required_for_write_override,test_new_api
test_new_api.model_selection_base,test_new_api,test_new_api.model_selection_base,test_new_api
test_new_api.model_selection_base,test_new_api,test_new_api.model_selection_base,test_new_api
test_new_api.model_selection_required,test_new_api,test_new_api.model_selection_required,test_new_api
test_new_api.model_selection_required,test_new_api,test_new_api.model_selection_required,test_new_api
test_new_api.model_selection_required,test_new_api,test_new_api.model_selection_required,test_new_api
test_new_api.model_selection_required,test_new_api,test_new_api.model_selection_required,test_new_api
test_new_api.model_selection_required,test_new_api,test_new_api.model_selection_required,test_new_api
test_new_api.model_selection_required_for_write_override,test_new_api,test_new_api.model_selection_required_for_write_override,test_new_api
res.users,test_uninstall,res.users,base
res.users,test_uninstall,res.users,base
ir.http,bista_aws_s3_file_storage,ir.http,base
res.company,bista_aws_s3_file_storage,res.company,hr_rfid
res.config.settings,bista_aws_s3_file_storage,res.config.settings,base
ir.attachment,bista_aws_s3_file_storage,ir.attachment,base
ir.model,bista_aws_s3_file_storage,ir.model,base
mail.compose.message,bista_aws_s3_file_storage,mail.compose.message,mail
ir.http,bista_aws_s3_file_storage,ir.http,base
res.company,bista_aws_s3_file_storage,res.company,hr_rfid
res.config.settings,bista_aws_s3_file_storage,res.config.settings,base
ir.attachment,bista_aws_s3_file_storage,ir.attachment,base
ir.model,bista_aws_s3_file_storage,ir.model,base
mail.compose.message,bista_aws_s3_file_storage,mail.compose.message,mail
stock.production.lot,bista_convert_product,stock.production.lot,stock
stock.production.lot,bista_convert_product,stock.production.lot,stock
account.move.line,bista_vendor_advance_payment,account.move.line,account
account.move,bista_vendor_advance_payment,account.move,printnode_base
purchase.order,bista_vendor_advance_payment,purchase.order,printnode_base
purchase.order.line,bista_vendor_advance_payment,purchase.order.line,csl_project_repair
account.move.line,bista_vendor_advance_payment,account.move.line,account
account.move,bista_vendor_advance_payment,account.move,printnode_base
purchase.order,bista_vendor_advance_payment,purchase.order,printnode_base
purchase.order.line,bista_vendor_advance_payment,purchase.order.line,csl_project_repair
bi.sql.view.field,bi_sql_editor_ex,bi.sql.view.field,bi_sql_editor
bi.sql.view.field,bi_sql_editor_ex,bi.sql.view.field,bi_sql_editor
account.batch.payment,csl_account,account.batch.payment,account_batch_payment
account.fiscal.position,csl_account,account.fiscal.position,account
account.move,csl_account,account.move,printnode_base
account.move.line,csl_account,account.move.line,account
account.payment,csl_account,account.payment,account
account.payment.term,csl_account,account.payment.term,account
payment.transaction,csl_account,payment.transaction,payment
account.payment.register,csl_account,account.payment.register,account
payment.acquirer,csl_account,payment.acquirer,payment
purchase.order,csl_account,purchase.order,printnode_base
purchase.order.line,csl_account,purchase.order.line,csl_project_repair
res.country.state,csl_account,res.country.state,base
res.partner,csl_account,res.partner,test_access_rights
stock.picking,csl_account,stock.picking,printnode_base
account.move.reversal,csl_account,account.move.reversal,account
account.batch.payment,csl_account,account.batch.payment,account_batch_payment
account.fiscal.position,csl_account,account.fiscal.position,account
account.move,csl_account,account.move,printnode_base
account.move.line,csl_account,account.move.line,account
account.payment,csl_account,account.payment,account
account.payment.term,csl_account,account.payment.term,account
payment.transaction,csl_account,payment.transaction,payment
account.payment.register,csl_account,account.payment.register,account
payment.acquirer,csl_account,payment.acquirer,payment
purchase.order,csl_account,purchase.order,printnode_base
purchase.order.line,csl_account,purchase.order.line,csl_project_repair
res.country.state,csl_account,res.country.state,base
res.partner,csl_account,res.partner,test_access_rights
stock.picking,csl_account,stock.picking,printnode_base
account.move.reversal,csl_account,account.move.reversal,account
hr.attendance.break,csl_attendance,hr.attendance.break,hr_attendance_kiosk_break
hr.employee.base,csl_attendance,hr.employee.base,hr
res.company,csl_attendance,res.company,hr_rfid
hr.attendance.break,csl_attendance,hr.attendance.break,hr_attendance_kiosk_break
hr.employee.base,csl_attendance,hr.employee.base,hr
res.company,csl_attendance,res.company,hr_rfid
product.template,csl_competitor,product.template,printnode_base
product.template,csl_competitor,product.template,printnode_base
ir.attachment,csl_compress_product_image,ir.attachment,base
product.product,csl_compress_product_image,product.product,printnode_base
product.template,csl_compress_product_image,product.template,printnode_base
res.config.settings,csl_compress_product_image,res.config.settings,base
ir.attachment,csl_compress_product_image,ir.attachment,base
product.product,csl_compress_product_image,product.product,printnode_base
product.template,csl_compress_product_image,product.template,printnode_base
res.config.settings,csl_compress_product_image,res.config.settings,base
res.company,csl_contacts,res.company,hr_rfid
res.partner,csl_contacts,res.partner,test_access_rights
res.partner.industry,csl_contacts,res.partner.industry,base
res.company,csl_contacts,res.company,hr_rfid
res.partner,csl_contacts,res.partner,test_access_rights
res.partner.industry,csl_contacts,res.partner.industry,base
project.task.product,csl_custom,project.task.product,csl_project_repair
sale.order.line,csl_custom,sale.order.line,sale
account.move.line,csl_custom,account.move.line,account
stock.move,csl_custom,stock.move,stock
tmp.cttq.product,csl_custom,tmp.cttq.product,csl_project_repair
stock.move.line,csl_custom,stock.move.line,printnode_base
stock.rule,csl_custom,stock.rule,stock
project.task.product,csl_custom,project.task.product,csl_project_repair
sale.order.line,csl_custom,sale.order.line,sale
account.move.line,csl_custom,account.move.line,account
stock.move,csl_custom,stock.move,stock
tmp.cttq.product,csl_custom,tmp.cttq.product,csl_project_repair
stock.move.line,csl_custom,stock.move.line,printnode_base
stock.rule,csl_custom,stock.rule,stock
hr.expense.sheet,csl_expenses,hr.expense.sheet,hr_expense
hr.expense.sheet,csl_expenses,hr.expense.sheet,hr_expense
account.move,csl_invoice,account.move,printnode_base
account.move.line,csl_invoice,account.move.line,account
res.company,csl_invoice,res.company,hr_rfid
account.move,csl_invoice,account.move,printnode_base
account.move.line,csl_invoice,account.move.line,account
res.company,csl_invoice,res.company,hr_rfid
res.partner,csl_login,res.partner,test_access_rights
res.users,csl_login,res.users,base
portal.wizard,csl_login,portal.wizard,portal
portal.wizard.user,csl_login,portal.wizard.user,portal
res.partner,csl_login,res.partner,test_access_rights
res.users,csl_login,res.users,base
portal.wizard,csl_login,portal.wizard,portal
portal.wizard.user,csl_login,portal.wizard.user,portal
rma.product_line,csl_photos,rma.product_line,csl_rma
rma.expected_delivery,csl_photos,rma.expected_delivery,csl_website
stock.production.lot,csl_photos,stock.production.lot,stock
product.template,csl_photos,product.template,printnode_base
product.product,csl_photos,product.product,printnode_base
project.task.product,csl_photos,project.task.product,csl_project_repair
project.task,csl_photos,project.task,project
project.task.accessories.product,csl_photos,project.task.accessories.product,csl_project_repair
stock.picking,csl_photos,stock.picking,printnode_base
stock.move.line,csl_photos,stock.move.line,printnode_base
rma.product_line,csl_photos,rma.product_line,csl_rma
rma.expected_delivery,csl_photos,rma.expected_delivery,csl_website
stock.production.lot,csl_photos,stock.production.lot,stock
product.template,csl_photos,product.template,printnode_base
product.product,csl_photos,product.product,printnode_base
project.task.product,csl_photos,project.task.product,csl_project_repair
project.task,csl_photos,project.task,project
project.task.accessories.product,csl_photos,project.task.accessories.product,csl_project_repair
stock.picking,csl_photos,stock.picking,printnode_base
stock.move.line,csl_photos,stock.move.line,printnode_base
product.category,csl_product,product.category,product
ir.attachment,csl_product,ir.attachment,base
product.attribute,csl_product,product.attribute,product
product.attribute.value,csl_product,product.attribute.value,product
product.template.attribute.value,csl_product,product.template.attribute.value,csl_product
product.product,csl_product,product.product,printnode_base
product.template,csl_product,product.template,printnode_base
res.company,csl_product,res.company,hr_rfid
res.config.settings,csl_product,res.config.settings,base
stock.quant,csl_product,stock.quant,stock
res.users,csl_product,res.users,base
website.published.mixin,csl_product,website.published.mixin,website
product.category,csl_product,product.category,product
ir.attachment,csl_product,ir.attachment,base
product.attribute,csl_product,product.attribute,product
product.attribute.value,csl_product,product.attribute.value,product
product.template.attribute.value,csl_product,product.template.attribute.value,csl_product
product.product,csl_product,product.product,printnode_base
product.template,csl_product,product.template,printnode_base
res.company,csl_product,res.company,hr_rfid
res.config.settings,csl_product,res.config.settings,base
stock.quant,csl_product,stock.quant,stock
res.users,csl_product,res.users,base
website.published.mixin,csl_product,website.published.mixin,website
account.analytic.line,csl_project_repair,account.analytic.line,analytic
account.analytic.account,csl_project_repair,account.analytic.account,analytic
stock.inventory.line,csl_project_repair,stock.inventory.line,stock
mail.compose.message,csl_project_repair,mail.compose.message,mail
product.product,csl_project_repair,product.product,printnode_base
project.task,csl_project_repair,project.task,project
project.task,csl_project_repair,project.task,project
res.config.settings,csl_project_repair,res.config.settings,base
sale.order,csl_project_repair,sale.order,printnode_base
sale.order.line,csl_project_repair,sale.order.line,sale
stock.picking,csl_project_repair,stock.picking,printnode_base
stock.move.line,csl_project_repair,stock.move.line,printnode_base
stock.rule,csl_project_repair,stock.rule,stock
stock.warehouse,csl_project_repair,stock.warehouse,stock
stock.picking,csl_project_repair,stock.picking,printnode_base
stock.picking.type,csl_project_repair,stock.picking.type,stock
product.template,csl_project_repair,product.template,printnode_base
product.product,csl_project_repair,product.product,printnode_base
product.series,csl_project_repair,product.series,csl_product
product.basecode,csl_project_repair,product.basecode,csl_product
product.techcode,csl_project_repair,product.techcode,csl_product
product.manufacturer,csl_project_repair,product.manufacturer,csl_product
stock.production.lot,csl_project_repair,stock.production.lot,stock
project.task.create.timesheet,csl_project_repair,project.task.create.timesheet,hr_timesheet
sale.advance.payment.inv,csl_project_repair,sale.advance.payment.inv,sale
account.analytic.line,csl_project_repair,account.analytic.line,analytic
account.analytic.account,csl_project_repair,account.analytic.account,analytic
stock.inventory.line,csl_project_repair,stock.inventory.line,stock
mail.compose.message,csl_project_repair,mail.compose.message,mail
product.product,csl_project_repair,product.product,printnode_base
project.task,csl_project_repair,project.task,project
project.task,csl_project_repair,project.task,project
res.config.settings,csl_project_repair,res.config.settings,base
sale.order,csl_project_repair,sale.order,printnode_base
sale.order.line,csl_project_repair,sale.order.line,sale
stock.picking,csl_project_repair,stock.picking,printnode_base
stock.move.line,csl_project_repair,stock.move.line,printnode_base
stock.rule,csl_project_repair,stock.rule,stock
stock.warehouse,csl_project_repair,stock.warehouse,stock
stock.picking,csl_project_repair,stock.picking,printnode_base
stock.picking.type,csl_project_repair,stock.picking.type,stock
product.template,csl_project_repair,product.template,printnode_base
product.product,csl_project_repair,product.product,printnode_base
product.series,csl_project_repair,product.series,csl_product
product.basecode,csl_project_repair,product.basecode,csl_product
product.techcode,csl_project_repair,product.techcode,csl_product
product.manufacturer,csl_project_repair,product.manufacturer,csl_product
stock.production.lot,csl_project_repair,stock.production.lot,stock
project.task.create.timesheet,csl_project_repair,project.task.create.timesheet,hr_timesheet
sale.advance.payment.inv,csl_project_repair,sale.advance.payment.inv,sale
project.task,csl_project_repair_assignee_log,project.task,project
project.task,csl_project_repair_assignee_log,project.task,project
account.move,csl_purchase,account.move,printnode_base
account.payment.register,csl_purchase,account.payment.register,account
purchase.order,csl_purchase,purchase.order,printnode_base
purchase.order.line,csl_purchase,purchase.order.line,csl_project_repair
res.company,csl_purchase,res.company,hr_rfid
res.partner,csl_purchase,res.partner,test_access_rights
account.move,csl_purchase,account.move,printnode_base
account.payment.register,csl_purchase,account.payment.register,account
purchase.order,csl_purchase,purchase.order,printnode_base
purchase.order.line,csl_purchase,purchase.order.line,csl_project_repair
res.company,csl_purchase,res.company,hr_rfid
res.partner,csl_purchase,res.partner,test_access_rights
project.task.type,csl_rma,project.task.type,project
project.project,csl_rma,project.project,project
project.task,csl_rma,project.task,project
rma.expected_delivery,csl_rma,rma.expected_delivery,csl_website
res.company,csl_rma,res.company,hr_rfid
res.config.settings,csl_rma,res.config.settings,base
res.partner,csl_rma,res.partner,test_access_rights
mail.activity.type,csl_rma,mail.activity.type,mail
mail.activity,csl_rma,mail.activity,mail
sale.order.line,csl_rma,sale.order.line,sale
sale.order,csl_rma,sale.order,printnode_base
sale.report,csl_rma,sale.report,sale
stock.picking,csl_rma,stock.picking,printnode_base
stock.picking.type,csl_rma,stock.picking.type,stock
stock.move,csl_rma,stock.move,stock
stock.move.line,csl_rma,stock.move.line,printnode_base
stock.quant,csl_rma,stock.quant,stock
stock.production.lot,csl_rma,stock.production.lot,stock
stock.return.picking,csl_rma,stock.return.picking,stock
project.task.type,csl_rma,project.task.type,project
project.project,csl_rma,project.project,project
project.task,csl_rma,project.task,project
rma.expected_delivery,csl_rma,rma.expected_delivery,csl_website
res.company,csl_rma,res.company,hr_rfid
res.config.settings,csl_rma,res.config.settings,base
res.partner,csl_rma,res.partner,test_access_rights
mail.activity.type,csl_rma,mail.activity.type,mail
mail.activity,csl_rma,mail.activity,mail
sale.order.line,csl_rma,sale.order.line,sale
sale.order,csl_rma,sale.order,printnode_base
sale.report,csl_rma,sale.report,sale
stock.picking,csl_rma,stock.picking,printnode_base
stock.picking.type,csl_rma,stock.picking.type,stock
stock.move,csl_rma,stock.move,stock
stock.move.line,csl_rma,stock.move.line,printnode_base
stock.quant,csl_rma,stock.quant,stock
stock.production.lot,csl_rma,stock.production.lot,stock
stock.return.picking,csl_rma,stock.return.picking,stock
sale.order.line,csl_sale,sale.order.line,sale
sale.order,csl_sale,sale.order,printnode_base
stock.move,csl_sale,stock.move,stock
stock.move.line,csl_sale,stock.move.line,printnode_base
sale.order.line,csl_sale,sale.order.line,sale
sale.order,csl_sale,sale.order,printnode_base
stock.move,csl_sale,stock.move,stock
stock.move.line,csl_sale,stock.move.line,printnode_base
project.task,csl_timesheet,project.task,project
account.analytic.line,csl_timesheet,account.analytic.line,analytic
hr.department,csl_timesheet,hr.department,hr
hr.employee.public,csl_timesheet,hr.employee.public,hr
hr.employee,csl_timesheet,hr.employee,hr
project.project,csl_timesheet,project.project,project
project.task,csl_timesheet,project.task,project
account.analytic.line,csl_timesheet,account.analytic.line,analytic
hr.department,csl_timesheet,hr.department,hr
hr.employee.public,csl_timesheet,hr.employee.public,hr
hr.employee,csl_timesheet,hr.employee,hr
project.project,csl_timesheet,project.project,project
odoo.migrations,csl_utilities,odoo.migrations,csl_utilities
odoo.migrations,csl_utilities,odoo.migrations,csl_utilities
ir.http,csl_website,ir.http,base
blog.post,csl_website,blog.post,website_blog
payment.transaction,csl_website,payment.transaction,payment
product.product,csl_website,product.product,printnode_base
product.template.attribute.value,csl_website,product.template.attribute.value,csl_product
product.template,csl_website,product.template,printnode_base
res.company,csl_website,res.company,hr_rfid
res.partner,csl_website,res.partner,test_access_rights
payment.transaction,csl_website,payment.transaction,payment
sale.order,csl_website,sale.order,printnode_base
website,csl_website,website,website
ir.http,csl_website,ir.http,base
blog.post,csl_website,blog.post,website_blog
payment.transaction,csl_website,payment.transaction,payment
product.product,csl_website,product.product,printnode_base
product.template.attribute.value,csl_website,product.template.attribute.value,csl_product
product.template,csl_website,product.template,printnode_base
res.company,csl_website,res.company,hr_rfid
res.partner,csl_website,res.partner,test_access_rights
payment.transaction,csl_website,payment.transaction,payment
sale.order,csl_website,sale.order,printnode_base
website,csl_website,website,website
ir.model.fields,bi_sql_editor,ir.model.fields,base
ir.model.fields,bi_sql_editor,ir.model.fields,base
ir.attachment,cloud_base,ir.attachment,base
ir.http,cloud_base,ir.http,base
res.config.settings,cloud_base,res.config.settings,base
ir.attachment,cloud_base,ir.attachment,base
ir.http,cloud_base,ir.http,base
res.config.settings,cloud_base,res.config.settings,base
res.partner,eq_partner_org_chart,res.partner,test_access_rights
res.partner,eq_partner_org_chart,res.partner,test_access_rights
hr.attendance,hr_attendance_kiosk_break,hr.attendance,csl_attendance
hr.employee.base,hr_attendance_kiosk_break,hr.employee.base,hr
hr.attendance,hr_attendance_kiosk_break,hr.attendance,csl_attendance
hr.employee.base,hr_attendance_kiosk_break,hr.employee.base,hr
digest.digest,hr_rfid,digest.digest,digest
hr.department,hr_rfid,hr.department,hr
hr.employee,hr_rfid,hr.employee,hr
res.config.settings,hr_rfid,res.config.settings,base
res.partner,hr_rfid,res.partner,test_access_rights
digest.digest,hr_rfid,digest.digest,digest
hr.department,hr_rfid,hr.department,hr
hr.employee,hr_rfid,hr.employee,hr
res.config.settings,hr_rfid,res.config.settings,base
res.partner,hr_rfid,res.partner,test_access_rights
ir.module.module,module_chart,ir.module.module,base
ir.module.module,module_chart,ir.module.module,base
res.users,ob_chatter_position,res.users,base
res.users,ob_chatter_position,res.users,base
ir.attachment,onedrive,ir.attachment,base
res.config.settings,onedrive,res.config.settings,base
ir.attachment,onedrive,ir.attachment,base
res.config.settings,onedrive,res.config.settings,base
res.partner,partner_contact_access_link,res.partner,test_access_rights
res.partner,partner_contact_access_link,res.partner,test_access_rights
ir.actions.act_window,partner_contact_in_several_companies,ir.actions.act_window,base
res.partner,partner_contact_in_several_companies,res.partner,test_access_rights
ir.actions.act_window,partner_contact_in_several_companies,ir.actions.act_window,base
res.partner,partner_contact_in_several_companies,res.partner,test_access_rights
res.config.settings,partner_firstname,res.config.settings,base
res.partner,partner_firstname,res.partner,test_access_rights
res.users,partner_firstname,res.users,base
res.config.settings,partner_firstname,res.config.settings,base
